cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001275,.00005,,139,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005325,.000075,,138,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00155,.00005,,137,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001475,.00005,,136,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003575,.0002,,135,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001325,.000075,,134,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0011,0,,133,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.007375,0,,132,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.007525,.0001,,131,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00085,.000075,,130,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0001,0,,13,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0027,0,,129,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00285,.000075,,128,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00115,.000075,,127,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00855,.00005,,126,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.028625,.000075,,125,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00175,.000025,,124,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002925,.000025,,123,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.016075,.00005,,122,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001925,0,,121,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00175,0,,120,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,0,,12,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.008675,.000075,,119,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001475,.000025,,118,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00295,.000025,,117,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0074,0,,116,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0032,.000075,,115,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0012,.000025,,114,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005625,0,,113,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.004475,.00005,,112,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0022,.000025,,111,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00425,0,,110,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000125,0,,11,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003425,0,,109,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001975,.000025,,108,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.002925,.00005,,107,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003125,.00005,,106,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001125,.00005,,105,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00245,0,,104,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.005225,.000025,,103,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.003175,0,,102,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001425,0,,101,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00315,.000025,,100,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,0,,10,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000275,0,,1,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,0,,0,12:46:03 20 Sep 2020,40000
